# mass [M_sun]  total_SF [M_sun]  r [kpc]  phi [rad]  z [kpc]
1.08468e+04	1.08468e+04	3.41151e-01	4.81152e+00	-8.10320e-03
2.82252e+05	2.93099e+05	4.03642e-01	1.61183e+00	3.76555e-03
2.18336e+04	3.14933e+05	3.05863e-01	3.37940e-01	8.42049e-03
4.21741e+05	7.36674e+05	2.24020e-01	3.13515e+00	2.59324e-03
3.26573e+04	7.69331e+05	2.41428e-01	4.53390e+00	7.90956e-03
1.34946e+04	7.82826e+05	8.30935e-01	2.10672e-01	-7.65165e-03
3.22519e+04	8.15078e+05	4.98815e-01	4.48682e+00	4.39862e-03
1.45722e+04	8.29650e+05	1.69142e+00	1.52631e-01	9.15614e-03
5.19821e+04	8.81632e+05	6.91705e-01	2.33943e+00	-1.42546e-03
1.48608e+04	8.96493e+05	7.56527e-01	2.06220e-01	5.33320e-04
4.11634e+04	9.37656e+05	7.92233e-02	2.29186e+00	-3.91560e-03
1.63175e+04	9.53974e+05	7.41064e-01	2.96905e+00	-6.13050e-03
4.74793e+04	1.00145e+06	6.31633e-01	5.99980e+00	9.55613e-03
1.46340e+04	1.01609e+06	3.83995e-01	5.63050e+00	3.49575e-03
1.08593e+04	1.02695e+06	3.89291e-01	4.22432e+00	-7.28387e-03
1.52763e+05	1.17971e+06	4.10676e-01	5.35434e+00	-4.31164e-03
2.09053e+04	1.20061e+06	5.57081e-01	3.54233e+00	3.03339e-03
1.24245e+06	2.44307e+06	3.50615e-01	1.66764e+00	-5.81353e-03
2.68856e+04	2.46995e+06	7.55335e-01	3.96853e+00	8.97825e-03
2.05529e+04	2.49050e+06	2.76735e-01	5.30039e+00	7.66828e-03
2.89140e+04	2.51942e+06	8.63689e-01	4.42578e+00	-5.07782e-03
2.45310e+04	2.54395e+06	5.87396e-01	3.91704e+00	9.43619e-03
1.20274e+04	2.55598e+06	4.32393e-01	3.30125e+00	-1.15792e-03
1.56238e+04	2.57160e+06	9.75260e-02	5.25732e+00	-1.28187e-03
4.40027e+04	2.61560e+06	1.52461e+00	2.50818e+00	9.35599e-03
3.82549e+05	2.99815e+06	3.65059e-01	2.30654e+00	4.86185e-03
2.04860e+04	3.01864e+06	7.56223e-01	4.83626e+00	-8.80145e-03
2.45942e+04	3.04323e+06	8.45820e-01	5.04635e-01	1.76856e-03
1.39845e+04	3.05722e+06	7.95400e-02	5.67677e+00	9.73264e-03
4.27904e+04	3.10001e+06	4.17851e-01	2.24703e+00	-3.10498e-03
3.65419e+04	3.13655e+06	2.71095e-01	2.51521e+00	2.72999e-03
1.02110e+05	3.23866e+06	5.35791e-01	3.69579e+00	-6.18280e-03
3.53647e+04	3.27402e+06	1.20955e+00	1.19715e+00	9.17807e-03
1.17348e+04	3.28576e+06	4.38931e-01	4.11255e+00	7.33575e-03
3.37807e+04	3.31954e+06	2.20962e+00	5.24714e+00	-9.61503e-03
1.01727e+04	3.32971e+06	8.33673e-01	5.14339e+00	1.23705e-03
1.61637e+04	3.34588e+06	1.67819e+00	4.11126e+00	-1.37412e-03
