# mass [M_sun]  total_SF [M_sun]  r [kpc]  phi [rad]  z [kpc]
3.05189e+04	3.05189e+04	4.82300e-01	4.10599e-01	1.38544e-03
1.26343e+04	4.31531e+04	4.69470e-01	3.25674e+00	-7.13043e-03
1.46931e+04	5.78462e+04	1.12141e+00	1.51038e+00	9.04759e-03
7.14370e+04	1.29283e+05	4.62297e-01	1.02996e-01	-9.80865e-03
1.19921e+04	1.41275e+05	5.05963e-01	4.04066e-01	-9.21867e-03
1.12614e+04	1.52537e+05	3.68881e+00	6.02023e+00	-4.35587e-03
3.76494e+04	1.90186e+05	1.33248e+00	5.26247e+00	-8.98196e-03
1.39238e+04	2.04110e+05	1.00915e+00	1.54891e+00	-7.41405e-03
2.64976e+04	2.30607e+05	3.00709e+00	2.98652e+00	-4.79611e-03
4.37280e+04	2.74336e+05	1.90234e+00	1.08975e+00	1.90428e-03
5.03421e+04	3.24678e+05	6.75611e-01	4.37782e-01	-1.82407e-03
1.11714e+04	3.35849e+05	2.68653e+00	4.15330e+00	5.61417e-03
2.02565e+04	3.56105e+05	3.15242e+00	5.16505e-01	9.42657e-03
8.78767e+04	4.43982e+05	2.78247e+00	1.37886e+00	2.02045e-03
2.89160e+04	4.72898e+05	2.60346e+00	1.02396e+00	9.56583e-04
1.19878e+04	4.84886e+05	4.00512e-01	4.08782e+00	-9.45879e-03
6.51459e+04	5.50032e+05	4.43449e+00	6.03809e+00	4.84374e-03
1.12443e+04	5.61276e+05	1.98549e+00	2.49707e-01	-8.83189e-03
1.05369e+04	5.71813e+05	9.96747e-01	6.10885e+00	-7.75282e-03
8.68025e+04	6.58616e+05	2.72453e+00	2.97978e+00	-5.07512e-03
1.04548e+04	6.69070e+05	2.76223e+00	1.20055e+00	-6.10570e-03
4.58004e+04	7.14871e+05	8.88230e-01	5.02980e+00	4.56781e-03
1.40398e+05	8.55269e+05	3.02686e+00	5.21977e+00	-3.09886e-03
1.20986e+04	8.67368e+05	3.52075e+00	2.92604e+00	-1.04663e-03
2.99189e+04	8.97287e+05	4.84557e-01	1.10413e+00	-3.89230e-03
1.43073e+04	9.11594e+05	1.95891e+00	4.18340e+00	-7.32524e-03
1.07224e+04	9.22316e+05	5.25072e-01	1.23820e+00	-6.07043e-03
3.21879e+04	9.54504e+05	1.17032e+00	5.44714e-01	7.52561e-03
2.07929e+04	9.75297e+05	2.69003e+00	1.47296e+00	3.87063e-03
1.25044e+06	2.22574e+06	8.43138e-01	2.12066e+00	9.63292e-03
3.66376e+04	2.26238e+06	4.32838e-01	4.99548e+00	3.49836e-03
6.56246e+04	2.32800e+06	8.11231e-01	7.57225e-01	6.30658e-03
1.82843e+04	2.34629e+06	4.52828e-01	3.70256e+00	5.64234e-03
2.94335e+04	2.37572e+06	5.22816e-01	3.60176e+00	4.19012e-03
1.18201e+04	2.38754e+06	3.63764e+00	5.27876e-01	-2.12397e-03
1.12645e+04	2.39880e+06	1.19369e+00	1.42925e+00	1.95703e-03
1.15118e+04	2.41032e+06	1.07492e+00	3.91667e+00	8.56465e-06
2.35592e+05	2.64591e+06	2.39864e+00	8.70042e-01	3.95868e-03
2.01766e+04	2.66608e+06	2.82823e-01	5.83365e+00	-5.93391e-03
1.97311e+04	2.68581e+06	6.08781e-01	4.52840e+00	-1.54073e-03
1.09981e+04	2.69681e+06	1.97508e+00	8.01413e-01	-6.70791e-03
3.74494e+04	2.73426e+06	3.89153e-01	3.35348e+00	-7.79392e-03
1.33195e+04	2.74758e+06	1.74191e+00	4.19946e-01	-8.33519e-03
2.99169e+05	3.04675e+06	2.77457e+00	3.49956e+00	-3.88908e-03
1.02556e+04	3.05701e+06	2.36748e+00	9.98256e-01	-6.49068e-03
3.13220e+05	3.37023e+06	1.56453e+00	3.23208e+00	3.23765e-03
8.45792e+04	3.45481e+06	1.20179e+00	5.89626e-02	9.32144e-03
1.08684e+04	3.46567e+06	3.06599e-01	3.19727e+00	8.49644e-03
2.60680e+04	3.49174e+06	6.79633e-01	3.73647e+00	1.45526e-03
1.34684e+05	3.62643e+06	1.12362e+00	4.35019e+00	1.63096e-04
1.12625e+04	3.63769e+06	6.82273e-01	4.66222e+00	-2.40684e-03
1.93649e+04	3.65705e+06	1.54557e+00	4.12618e+00	2.27014e-04
1.28261e+05	3.78531e+06	4.17535e-01	5.77224e+00	4.90931e-04
1.09722e+04	3.79629e+06	9.66162e-01	4.79084e+00	-6.28530e-03
1.21864e+04	3.80847e+06	6.28909e-01	4.70287e+00	-2.04392e-04
1.26370e+04	3.82111e+06	9.91209e-02	3.70477e+00	-1.54166e-03
2.49439e+05	4.07055e+06	1.78893e+00	1.68017e+00	6.88000e-03
1.80901e+04	4.08864e+06	1.15416e+00	5.32433e-01	9.48049e-03
2.81958e+04	4.11684e+06	2.51873e+00	3.92900e-01	-4.35508e-03
1.05781e+04	4.12741e+06	1.82396e+00	3.70431e+00	-7.19373e-04
3.01296e+04	4.15754e+06	2.13885e+00	1.07617e+00	4.09759e-03
1.96603e+04	4.17720e+06	8.44371e-01	2.38704e-01	3.53248e-03
1.50539e+04	4.19226e+06	3.42389e-01	4.35531e-01	1.72536e-03
1.35565e+04	4.20581e+06	3.42551e+00	6.26795e-01	4.19110e-03
1.43753e+04	4.22019e+06	5.51295e-01	2.90893e+00	1.72260e-03
5.61148e+04	4.27630e+06	2.73919e+00	3.34662e+00	5.73171e-03
1.97244e+04	4.29603e+06	5.59022e-01	5.91505e+00	3.23640e-03
2.50763e+04	4.32110e+06	8.73238e-01	1.70946e+00	6.10709e-03
1.85093e+04	4.33961e+06	1.58423e+00	3.23955e+00	-9.61268e-03
1.63725e+04	4.35599e+06	1.04008e+00	4.93064e+00	2.46327e-03
2.10815e+04	4.37707e+06	4.21676e-01	5.01238e+00	4.58142e-04
1.57450e+04	4.39281e+06	9.09992e-01	4.40310e+00	9.89790e-03
1.25636e+04	4.40538e+06	1.93926e-01	5.46552e+00	-2.66807e-03
3.59481e+04	4.44132e+06	1.75553e+00	5.41694e-01	-5.24022e-03
2.00680e+05	4.64200e+06	2.39129e+00	6.27463e-01	-3.19395e-04
1.86349e+04	4.66064e+06	1.90011e+00	4.23541e+00	-8.51493e-03
